        Computer Science,,,            Physics,,        Mathematics,,         Statistics,,Quantitative Biology,,Quantitative Finance,,,
,bigram,count,bigram,count,bigram,count,bigram,count,bigram,count,bigram,count,,
,"('JJ', 'NN')",0.050211124,"('JJ', 'NN')",0.053612223,"('IN', 'DT')",0.048912547,"('JJ', 'NN')",0.052726496,"('JJ', 'NN')",0.053862206,"('JJ', 'NN')",0.053239437,,
,"('NN', 'IN')",0.044105069,"('IN', 'DT')",0.051187894,"('JJ', 'NN')",0.045663147,"('NN', 'IN')",0.044325039,"('NN', 'IN')",0.047413793,"('NN', 'IN')",0.051498079,,
,"('DT', 'NN')",0.043867129,"('NN', 'IN')",0.047440071,"('NN', 'IN')",0.044136743,"('DT', 'NN')",0.04219144,"('IN', 'DT')",0.041897578,"('DT', 'NN')",0.05021767,,
,"('IN', 'DT')",0.041420849,"('DT', 'NN')",0.041185089,"('DT', 'NN')",0.041192874,"('IN', 'DT')",0.042150032,"('DT', 'NN')",0.040084496,"('IN', 'DT')",0.048143406,,
,"('DT', 'JJ')",0.032573983,"('DT', 'JJ')",0.038183624,"('DT', 'JJ')",0.037006846,"('DT', 'JJ')",0.034252009,"('JJ', 'NNS')",0.034508415,"('DT', 'JJ')",0.037490397,,
,"('NN', 'NN')",0.030409373,"('NN', 'NN')",0.029792881,"('JJ', 'NNS')",0.02392535,"('NN', 'NN')",0.02964047,"('DT', 'JJ')",0.032857827,"('NN', 'NN')",0.034110115,,
,"('JJ', 'NNS')",0.027174675,"('JJ', 'NNS')",0.027091563,"('NNS', 'IN')",0.0229186,"('JJ', 'NNS')",0.029013902,"('IN', 'JJ')",0.027213328,"('JJ', 'NNS')",0.025761844,,
,"('NNS', 'IN')",0.021977937,"('NNS', 'IN')",0.023200346,"('NN', 'NN')",0.02103783,"('IN', 'JJ')",0.023130703,"('NN', 'NN')",0.026913998,"('NNS', 'IN')",0.024046095,,
,"('IN', 'JJ')",0.021882761,"('IN', 'JJ')",0.022663288,"('IN', 'JJ')",0.019808191,"('NNS', 'IN')",0.022520481,"('NNS', 'IN')",0.025271962,"('IN', 'JJ')",0.021485275,,
,"('NN', '.')",0.016891166,"('NN', '.')",0.015583571,"('NN', '.')",0.013673775,"('NN', 'NNS')",0.016880281,"('IN', 'NN')",0.018772236,"('NN', 'NNS')",0.019539053,,
,,,,,,,,,,,,,,
        Computer Science,,,            Physics,,        Mathematics,,         Statistics,,Quantitative Biology,,Quantitative Finance,,,
,trigram,count,trigram,count,trigram,count,trigram,count,trigram,count,trigram,count,,
,"('DT', 'JJ', 'NN')",0.022293061,"('DT', 'JJ', 'NN')",0.025048451,"('DT', 'JJ', 'NN')",0.023289273,"('DT', 'JJ', 'NN')",0.023135087,"('DT', 'JJ', 'NN')",0.022364381,"('DT', 'JJ', 'NN')",0.025890548,,
,"('IN', 'DT', 'NN')",0.01936897,"('IN', 'DT', 'NN')",0.02050528,"('IN', 'DT', 'NN')",0.020454341,"('IN', 'DT', 'NN')",0.019055309,"('IN', 'DT', 'NN')",0.019080281,"('IN', 'DT', 'NN')",0.02294553,,
,"('DT', 'NN', 'IN')",0.016076393,"('NN', 'IN', 'DT')",0.020016317,"('NN', 'IN', 'DT')",0.018246749,"('DT', 'NN', 'IN')",0.015803691,"('DT', 'NN', 'IN')",0.017275736,"('NN', 'IN', 'DT')",0.020333427,,
,"('NN', 'IN', 'DT')",0.014674475,"('IN', 'DT', 'JJ')",0.018538739,"('IN', 'DT', 'JJ')",0.017492938,"('NN', 'IN', 'DT')",0.015295898,"('NN', 'IN', 'DT')",0.01553961,"('DT', 'NN', 'IN')",0.019309073,,
,"('IN', 'DT', 'JJ')",0.013129794,"('DT', 'NN', 'IN')",0.016250677,"('DT', 'NN', 'IN')",0.017025875,"('IN', 'DT', 'JJ')",0.014017699,"('JJ', 'NN', 'IN')",0.014906737,"('IN', 'DT', 'JJ')",0.015877487,,
,"('JJ', 'NN', 'IN')",0.01291822,"('JJ', 'NN', 'IN')",0.014985073,"('JJ', 'NN', 'IN')",0.013775219,"('JJ', 'NN', 'IN')",0.013849887,"('IN', 'DT', 'JJ')",0.014222549,"('JJ', 'NN', 'IN')",0.015416528,,
,"('JJ', 'NN', 'NN')",0.00969381,"('JJ', 'NN', 'NN')",0.009749872,"('JJ', 'NNS', 'IN')",0.008836626,"('JJ', 'NN', 'NN')",0.010125346,"('NN', 'IN', 'JJ')",0.011195019,"('JJ', 'NN', 'NN')",0.010883761,,
,"('NN', 'IN', 'JJ')",0.009013429,"('NN', 'IN', 'JJ')",0.009378474,"('NNS', 'IN', 'DT')",0.008636277,"('NN', 'IN', 'JJ')",0.009233985,"('IN', 'JJ', 'NNS')",0.01087003,"('DT', 'NN', 'NN')",0.00957771,,
,"('IN', 'JJ', 'NNS')",0.00829768,"('JJ', 'NNS', 'IN')",0.008932261,"('NN', 'IN', 'JJ')",0.008141667,"('IN', 'JJ', 'NNS')",0.00869786,"('JJ', 'NNS', 'IN')",0.010151633,"('NN', 'IN', 'JJ')",0.009167968,,
,"('JJ', 'NNS', 'IN')",0.007954917,"('NNS', 'IN', 'DT')",0.008931371,"('IN', 'JJ', 'NNS')",0.007427925,"('JJ', 'NNS', 'IN')",0.008437425,"('IN', 'JJ', 'NN')",0.00951876,"('NNS', 'IN', 'DT')",0.008937489,,
,,,,,,,,,,,,,,
        Computer Science,,,            Physics,,        Mathematics,,         Statistics,,Quantitative Biology,,Quantitative Finance,,,
,4gram,count,4gram,count,4gram,count,4gram,count,4gram,count,4gram,count,,
,"('IN', 'DT', 'JJ', 'NN')",0.008851379,"('IN', 'DT', 'JJ', 'NN')",0.012062883,"('IN', 'DT', 'JJ', 'NN')",0.010838873,"('IN', 'DT', 'JJ', 'NN')",0.009333156,"('IN', 'DT', 'JJ', 'NN')",0.009937909,"('IN', 'DT', 'JJ', 'NN')",0.010832821,,
,"('DT', 'JJ', 'NN', 'IN')",0.007789007,"('DT', 'JJ', 'NN', 'IN')",0.008918019,"('DT', 'JJ', 'NN', 'IN')",0.008944324,"('DT', 'JJ', 'NN', 'IN')",0.008200973,"('DT', 'JJ', 'NN', 'IN')",0.008740571,"('DT', 'JJ', 'NN', 'IN')",0.009808441,,
,"('NN', 'IN', 'DT', 'NN')",0.006694482,"('NN', 'IN', 'DT', 'NN')",0.008071907,"('IN', 'DT', 'NN', 'IN')",0.007226333,"('NN', 'IN', 'DT', 'NN')",0.006744063,"('NN', 'IN', 'DT', 'NN')",0.007030087,"('NN', 'IN', 'DT', 'NN')",0.009706003,,
,"('IN', 'DT', 'NN', 'IN')",0.005752367,"('NN', 'IN', 'DT', 'JJ')",0.007261421,"('NN', 'IN', 'DT', 'NN')",0.007200037,"('IN', 'DT', 'NN', 'IN')",0.005895198,"('IN', 'DT', 'NN', 'IN')",0.006876144,"('IN', 'DT', 'NN', 'IN')",0.007196271,,
,"('DT', 'NN', 'IN', 'DT')",0.004976167,"('IN', 'DT', 'NN', 'IN')",0.006893585,"('NN', 'IN', 'DT', 'JJ')",0.006843166,"('NN', 'IN', 'DT', 'JJ')",0.005153123,"('NN', 'IN', 'DT', 'JJ')",0.005379471,"('DT', 'NN', 'IN', 'DT')",0.007017005,,
,"('NN', 'IN', 'DT', 'JJ')",0.004677777,"('JJ', 'NN', 'IN', 'DT')",0.006445591,"('DT', 'NN', 'IN', 'DT')",0.006424937,"('DT', 'NN', 'IN', 'DT')",0.005003836,"('DT', 'NN', 'IN', 'DT')",0.005208422,"('NN', 'IN', 'DT', 'JJ')",0.006786519,,
,"('DT', 'JJ', 'NN', 'NN')",0.004588389,"('DT', 'NN', 'IN', 'DT')",0.006407293,"('JJ', 'NN', 'IN', 'DT')",0.005986674,"('JJ', 'NN', 'IN', 'DT')",0.004858908,"('JJ', 'NN', 'IN', 'DT')",0.004729487,"('JJ', 'NN', 'IN', 'DT')",0.006197501,,
,"('JJ', 'NN', 'IN', 'DT')",0.004287427,"('DT', 'JJ', 'NN', 'NN')",0.005118531,"('DT', 'JJ', 'NN', 'NN')",0.004006977,"('DT', 'JJ', 'NN', 'NN')",0.004749939,"('NN', 'IN', 'JJ', 'NNS')",0.004575544,"('DT', 'JJ', 'NN', 'NN')",0.005890186,,
,"('IN', 'DT', 'NN', 'NN')",0.003506082,"('IN', 'DT', 'NN', 'NN')",0.004657178,"('DT', 'NN', 'IN', 'JJ')",0.003389652,"('NN', 'IN', 'JJ', 'NNS')",0.003518594,"('DT', 'NN', 'IN', 'JJ')",0.004404495,"('IN', 'DT', 'NN', 'NN')",0.005045073,,
,"('NN', 'IN', 'JJ', 'NNS')",0.003448848,"('DT', 'NN', 'IN', 'JJ')",0.003569701,"('DT', 'JJ', 'JJ', 'NN')",0.003344574,"('IN', 'DT', 'NN', 'NN')",0.003495711,"('NN', 'IN', 'JJ', 'NN')",0.004096608,"('NN', 'IN', 'JJ', 'NN')",0.003969473,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,        Computer Science,,,            Physics,,        Mathematics,,         Statistics,,Quantitative Biology,,Quantitative Finance,,
,,,  Computer Science,,Physics,,Mathematics,,Statistics,,Quantitative Biology,,Quantitative Finance,
,,.,0.038382785,,0.064244655,,0.052461722,,0.034777012,,0.035433677,,0.043960396,
,,ADJ,0.085166847,,0.1369906,,0.141707161,,0.103209866,,0.136034509,,0.099405941,
,,ADP,0.134978842,,0.14275322,,0.152214174,,0.135682252,,0.140502234,,0.131881188,
,,ADV,0.004814911,,0.005677037,,0.007133034,,0.005169836,,0.00585426,,0.005148515,
,,CONJ,0.026295869,,0.0288131,,0.033354726,,0.024582676,,0.029117239,,0.034455446,
,,DET,0.044736483,,0.060322079,,0.062235262,,0.040673532,,0.052534278,,0.067722772,
,,NOUN,0.596664309,,0.496726433,,0.496195104,,0.587949506,,0.516869512,,0.552079208,
,,NUM,0.004206843,,0.0141498,,0.008691666,,0.002533012,,0.00292713,,0.001980198,
,,PRON,0.002382637,,0.002638824,,0.002585496,,0.002408438,,0.012478817,,0.002772277,
,,PRT,0.009952471,,0.008301596,,0.010653709,,0.009862138,,0.064704976,,0.013465347,
,,VERB,0.052070536,,0.038969005,,0.032199505,,0.052902583,,0.001078416,,0.046336634,
,,X,0.000347468,,0.000413653,,0.000568442,,0.000249149,,0.002464951,,0.000792079,
,,,1,,1,,1,,1,,1,,1,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,        Computer Science,,,            Physics,,        Mathematics,,         Statistics,,Quantitative Biology,,Quantitative Finance,,
,,,  Computer Science,,Physics,,Mathematics,,Statistics,,Quantitative Biology,,Quantitative Finance,
,,ADJ,0.116288267,,0.020846359,,0.025513079,,0.122893236,,0.292964106,,0.121200481,
,,NOUN,0.29362675,,0.118629018,,0.110339214,,0.110379329,,0.133876113,,0.116770377,
,,ADP,0.114132661,,0.109474112,,0.022017005,,0.289820519,,0.121988557,,0.302271389,
,,ADV,0.033197107,,0.029856981,,0.108420881,,0.114334875,,0.127633008,,0.09718061,
,,VERB,0.136996106,,0.123199791,,0.274503199,,0.008670599,,0.022081776,,0.028168293,
,,.,0.112568046,,0.29386722,,0.114068194,,0.136495736,,0.028393299,,0.031241197,
,,DET,0.10584914,,0.017842225,,0.119157035,,0.0229171,,0.103900658,,0.129779007,
,,PRT,0.023242863,,0.120430786,,0.166174979,,0.105643572,,0.035106774,,0.112186628,
,,NUM,0.009729167,,0.120056716,,0.027619238,,0.026466194,,0.10044557,,0.029141379,
,,CONJ,0.027545072,,0.019122077,,0.016497414,,0.0351466,,0.023287636,,0.023251645,
,,PRON,0.026015826,,0.025989815,,0.013717584,,0.026521768,,0.000538788,,0.008552918,
,,X,0.000808995,,0.000684903,,0.001972177,,0.000710473,,0.009783715,,0.000256075,
,,Sum,1,,1,,1,,1,,1,,1,
